name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Toyota Etios 2018,2018,8.72,71849.0,LPG,Trustmark Dealer,Manual,First Owner
Tata Nexon 2014,2014,1.62,155188.0,petrol,Individual,Manual,Second Owner
Maruti Baleno 2020,2020,4.14,66650.0,Diesel,Individual,Manual,Second Owner
Maruti Swift 2011,2011,0.94,196421.0,PETROL,Dealer,Manual,Third Owner
Maruti Dzire 2022,2022,3.95,13259.0,CNG,Individual,Manual,Third Owner
Hyundai i10 2021,2021,4.88,66380.0,LPG,Dealer,Manual,First Owner
Tata Altroz 2014,2014,1.93,132510.0,diesel,Dealer,Manual,Second Owner
Toyota Fortuner 2019,2019,8.67,62605.0,LPG,Individual,Manual,Second Owner
Maruti Alto 2022,2022,3.85,18198.0,petrol,Individual,Manual,Third Owner
Tata Altroz 2015,2015,2.2,133985.0,Petrol,Dealer,Manual,Second Owner
Volkswagen Taigun 2018,2018,3.64,77842.0,LPG,Dealer,Manual,First Owner
Toyota Etios 2021,2021,13.69,50049.0,petrol,Dealer,Manual,Second Owner
Renault Triber 2008,2008,0.77,,,,Manual,First Owner
Tata Nexon 2017,2017,2.99,99748.0,PETROL,Trustmark Dealer,Automatic,Third Owner
Ford Endeavour 2009,2009,1.49,220000.0,petrol,Individual,Automatic,Second Owner
Mahindra XUV500 2018,2018,7.13,101354.0,diesel,Individual,Automatic,First Owner
Honda WR-V 2011,2011,2.09,179712.0,Petrol,Dealer,Manual,First Owner
Ford EcoSport 2015,2015,2.75,151406.0,Diesel,Individual,Manual,First Owner
Volkswagen Taigun 2014,2014,2.5,150918.0,PETROL,Trustmark Dealer,Manual,Second Owner
Tata Harrier 2008,2008,0.89,210719.0,Petrol,Individual,Manual,First Owner
Volkswagen Taigun 2013,2013,2.89,154916.0,diesel,Dealer,Automatic,First Owner
Tata Tiago 2009,2009,1.42,208681.0,diesel,Individual,Automatic,First Owner
Tata Harrier 2020,2020,4.4,44546.0,petrol,Dealer,Manual,First Owner
Renault Duster 2012,2012,1.08,162216.0,petrol,Dealer,Manual,First Owner
Renault Triber 2007,2007,0.6,220000.0,petrol,Dealer,Manual,Third Owner
Toyota Innova 2019,2019,9.93,71301.0,Petrol,Individual,Manual,Second Owner
Tata Altroz 2016,2016,2.67,110305.0,diesel,Individual,Manual,First Owner
Hyundai Venue 2008,2008,1.23,216607.0,Petrol,Individual,Manual,Fourth & Above Owner
Mahindra Scorpio 2009,2009,2.09,212831.0,petrol,Trustmark Dealer,Manual,First Owner
Skoda Kushaq 2015,2015,4.63,110873.0,PETROL,Individual,Manual,Second Owner
Renault Kwid 2007,2007,0.6,220000.0,PETROL,Individual,Manual,Second Owner
Hyundai Venue 2021,2021,6.02,36038.0,diesel,Individual,Manual,First Owner
Renault Kwid 2018,2018,2.95,96103.0,Petrol,Individual,Automatic,First Owner
Honda WR-V 2015,2015,3.46,124969.0,PETROL,Individual,Manual,Second Owner
Hyundai i20 2020,2020,4.83,56675.0,cng,Individual,Manual,First Owner
Renault Triber 2007,2007,0.73,220000.0,Diesel,Individual,Manual,First Owner
Ford Endeavour 2010,2010,1.41,216543.0,petrol,Dealer,Manual,Second Owner
Maruti Dzire 2013,2013,2.1,139031.0,Diesel,Dealer,Automatic,First Owner
Volkswagen Vento 2017,2017,3.53,113025.0,PETROL,Trustmark Dealer,Manual,Fourth & Above Owner
Toyota Innova 2021,2021,13.63,33587.0,petrol,Dealer,Manual,First Owner
Toyota Innova 2015,2015,6.98,111326.0,PETROL,Dealer,Manual,First Owner
Maruti Alto 2022,2022,5.43,12479.0,diesel,Dealer,Manual,First Owner
Volkswagen Polo 2013,2013,2.18,168493.0,PETROL,Trustmark Dealer,Manual,Second Owner
Renault Kwid 2014,2014,1.13,134758.0,Petrol,Individual,Manual,Second Owner
Maruti Wagon R 2012,2012,1.23,180492.0,petrol,Dealer,Manual,First Owner
Maruti Baleno 2020,2020,2.85,59316.0,Petrol,Dealer,Manual,Third Owner
Honda Jazz 2008,2008,1.56,220000.0,cng,Individual,Automatic,Fourth & Above Owner
Toyota Innova 2012,2012,3.76,,,,Manual,First Owner
Mahindra XUV500 2014,2014,3.11,142122.0,petrol,Individual,Manual,First Owner
Tata Altroz 2009,2009,1.38,220000.0,PETROL,Individual,Automatic,First Owner
Renault Triber 2013,2013,1.01,167404.0,diesel,Dealer,Manual,Third Owner
Maruti Alto 2019,2019,3.65,66168.0,PETROL,Trustmark Dealer,Manual,First Owner
Ford EcoSport 2014,2014,2.03,158591.0,PETROL,Dealer,Manual,Third Owner
Mahindra Scorpio 2021,2021,7.46,23085.0,petrol,Individual,Manual,Third Owner
Renault Triber 2022,2022,4.89,22073.0,petrol,Individual,Automatic,Second Owner
Skoda Octavia 2015,2015,4.35,105572.0,petrol,Individual,Manual,Second Owner
Ford EcoSport 2010,2010,1.37,207275.0,CNG,Individual,Manual,First Owner
Maruti Baleno 2021,2021,4.0,57844.0,LPG,Individual,Automatic,Second Owner
Hyundai Creta 2022,2022,5.75,14731.0,petrol,Individual,Manual,Third Owner
Skoda Kushaq 2019,2019,9.68,62759.0,Diesel,Individual,Automatic,First Owner
Maruti Swift 2009,2009,1.1,220000.0,Petrol,Individual,Manual,First Owner
Ford Figo 2011,2011,1.73,159080.0,Diesel,Individual,Manual,Fourth & Above Owner
Mahindra Bolero 2008,2008,2.01,220000.0,petrol,Trustmark Dealer,Automatic,First Owner
Tata Tiago 2008,2008,0.86,213989.0,LPG,Dealer,Manual,Second Owner
Toyota Etios 2019,2019,10.12,71879.0,PETROL,Individual,Manual,First Owner
Volkswagen Polo 2022,2022,7.16,46623.0,Petrol,Individual,Manual,First Owner
Renault Triber 2007,2007,0.61,219151.0,petrol,Individual,Manual,First Owner
Volkswagen Taigun 2011,2011,1.94,199976.0,PETROL,Dealer,Automatic,First Owner
Toyota Innova 2009,2009,2.81,202693.0,petrol,Individual,Manual,Second Owner
Tata Altroz 2007,2007,1.02,220000.0,diesel,Dealer,Manual,First Owner
Skoda Rapid 2012,2012,2.37,173260.0,PETROL,Individual,Manual,Third Owner
Volkswagen Taigun 2019,2019,5.71,38612.0,Diesel,Individual,Manual,First Owner
Skoda Rapid 2018,2018,7.07,61134.0,diesel,Individual,Manual,First Owner
Renault Triber 2022,2022,3.1,19922.0,cng,Trustmark Dealer,Manual,Second Owner
Skoda Rapid 2010,2010,2.09,194522.0,Diesel,Dealer,Manual,Third Owner
Ford Endeavour 2018,2018,3.8,82997.0,Diesel,Individual,Manual,Fourth & Above Owner
Ford Figo 2019,2019,4.29,47793.0,LPG,Individual,Manual,Second Owner
Volkswagen Polo 2009,2009,1.77,,,,Manual,Second Owner
Maruti Swift 2013,2013,1.24,167591.0,PETROL,Individual,Manual,First Owner
Hyundai Creta 2008,2008,1.43,220000.0,Diesel,Individual,Manual,First Owner
Skoda Octavia 2020,2020,8.48,54019.0,Diesel,Dealer,Manual,Second Owner
Tata Tiago 2018,2018,2.87,97802.0,PETROL,Trustmark Dealer,Manual,Fourth & Above Owner
Honda Jazz 2008,2008,1.76,220000.0,Petrol,Dealer,Automatic,First Owner
Toyota Etios 2020,2020,13.6,53513.0,PETROL,Individual,Manual,First Owner
Skoda Octavia 2008,2008,2.01,220000.0,Diesel,Dealer,Manual,First Owner
Mahindra XUV300 2009,2009,1.8,220000.0,Diesel,Dealer,Manual,Third Owner
Mahindra Scorpio 2022,2022,11.06,500.0,PETROL,Individual,Automatic,First Owner
Tata Nexon 2016,2016,2.64,112260.0,petrol,Dealer,Manual,First Owner
Honda Amaze 2017,2017,5.09,101715.0,Diesel,Dealer,Manual,Second Owner
Skoda Rapid 2016,2016,6.54,95516.0,petrol,Trustmark Dealer,Automatic,First Owner
Maruti Dzire 2016,2016,2.38,101711.0,petrol,Individual,Manual,First Owner
Mahindra Scorpio 2020,2020,8.2,29890.0,petrol,Individual,Automatic,First Owner
Volkswagen Taigun 2015,2015,2.68,132533.0,Petrol,Individual,Manual,First Owner
Volkswagen Taigun 2015,2015,2.76,125946.0,petrol,Trustmark Dealer,Manual,First Owner
Tata Nexon 2022,2022,4.48,42935.0,Petrol,Dealer,Manual,Third Owner
Maruti Dzire 2019,2019,3.26,70781.0,diesel,Dealer,Manual,First Owner
Tata Nexon 2018,2018,3.7,79484.0,Diesel,Individual,Manual,Second Owner
Volkswagen Vento 2017,2017,3.8,99735.0,PETROL,Dealer,Manual,First Owner
Ford EcoSport 2015,2015,2.65,127130.0,petrol,Individual,Manual,First Owner
Volkswagen Polo 2010,2010,1.93,219063.0,diesel,Dealer,Automatic,Second Owner
Ford Figo 2013,2013,2.11,163102.0,diesel,Dealer,Manual,First Owner
Mahindra XUV300 2011,2011,2.23,204321.0,Petrol,Trustmark Dealer,Manual,Second Owner
Tata Harrier 2022,2022,5.72,25159.0,Petrol,Individual,Manual,First Owner
Toyota Glanza 2018,2018,9.24,81083.0,Petrol,Dealer,Manual,Second Owner
Hyundai Verna 2017,2017,4.23,101398.0,diesel,Dealer,Automatic,Second Owner
Ford Endeavour 2018,2018,4.33,86927.0,Petrol,Individual,Manual,Second Owner
Ford EcoSport 2015,2015,2.36,138977.0,LPG,Individual,Manual,First Owner
Mahindra Bolero 2018,2018,5.56,82942.0,petrol,Individual,Manual,First Owner
Mahindra XUV500 2008,2008,1.41,220000.0,Petrol,Individual,Manual,Second Owner
Toyota Fortuner 2012,2012,4.96,181217.0,diesel,Individual,Automatic,First Owner
Mahindra Scorpio 2020,2020,8.03,48260.0,diesel,Individual,Automatic,Third Owner
Skoda Kushaq 2020,2020,8.64,46567.0,Diesel,Individual,Manual,Second Owner
Tata Nexon 2008,2008,0.74,220000.0,CNG,Individual,Manual,Third Owner
Toyota Innova 2014,2014,5.88,135268.0,Diesel,Dealer,Manual,First Owner
Tata Tiago 2019,2019,3.47,63933.0,petrol,Individual,Automatic,Third Owner
Ford Endeavour 2021,2021,5.52,46930.0,Petrol,Individual,Manual,Third Owner
Skoda Kushaq 2017,2017,6.61,88926.0,PETROL,Individual,Manual,First Owner
Ford Figo 2008,2008,1.46,220000.0,diesel,Dealer,Manual,Second Owner
Hyundai i10 2015,2015,2.77,106085.0,PETROL,Dealer,Manual,First Owner
Hyundai Verna 2010,2010,1.49,185318.0,Diesel,Individual,Manual,First Owner
Maruti Baleno 2018,2018,3.25,92994.0,diesel,Dealer,Manual,Second Owner
Skoda Octavia 2015,2015,4.62,131263.0,diesel,Trustmark Dealer,Manual,First Owner
Skoda Kushaq 2022,2022,12.79,31240.0,Petrol,Individual,Automatic,First Owner
Renault Duster 2018,2018,2.39,85483.0,diesel,Dealer,Manual,First Owner
Toyota Glanza 2018,2018,9.66,86731.0,Petrol,Individual,Manual,First Owner
Toyota Fortuner 2007,2007,3.8,220000.0,diesel,Individual,Automatic,First Owner
Mahindra Scorpio 2009,2009,1.33,191835.0,cng,Individual,Manual,Third Owner
Tata Tiago 2020,2020,4.88,,,,Automatic,First Owner
Renault Duster 2019,2019,3.45,63415.0,Petrol,Individual,Automatic,First Owner
Ford Endeavour 2007,2007,1.26,220000.0,petrol,Dealer,Manual,Second Owner
Ford EcoSport 2020,2020,5.51,43379.0,Petrol,Individual,Manual,Second Owner
Honda WR-V 2011,2011,2.09,169579.0,Diesel,Individual,Manual,Third Owner
Honda WR-V 2011,2011,1.98,184832.0,PETROL,Individual,Manual,Second Owner
Renault Triber 2013,2013,0.94,154097.0,CNG,Dealer,Manual,First Owner
Honda City 2014,2014,3.25,138258.0,petrol,Dealer,Manual,Fourth & Above Owner
Honda WR-V 2007,2007,1.37,220000.0,petrol,Individual,Manual,First Owner
Ford Figo 2013,2013,1.44,160794.0,CNG,Dealer,Manual,Third Owner
Skoda Rapid 2007,2007,1.99,220000.0,diesel,Individual,Manual,First Owner
Skoda Kushaq 2020,2020,8.67,57957.0,petrol,Dealer,Manual,First Owner
Mahindra XUV300 2007,2007,2.0,220000.0,Diesel,Dealer,Automatic,First Owner
Tata Altroz 2011,2011,1.19,166461.0,CNG,Individual,Manual,Second Owner
Renault Kwid 2020,2020,3.31,37549.0,Diesel,Dealer,Manual,Second Owner
Maruti Baleno 2008,2008,0.84,220000.0,CNG,Individual,Manual,First Owner
Renault Kwid 2018,2018,2.43,84107.0,diesel,Dealer,Manual,First Owner
Skoda Rapid 2016,2016,4.52,112803.0,PETROL,Trustmark Dealer,Manual,Second Owner
Honda WR-V 2007,2007,1.46,219296.0,Diesel,Dealer,Manual,Second Owner
Skoda Octavia 2017,2017,5.05,103765.0,CNG,Individual,Manual,First Owner
Maruti Wagon R 2020,2020,4.09,34723.0,petrol,Dealer,Manual,First Owner
Skoda Kushaq 2008,2008,2.49,220000.0,Petrol,Dealer,Automatic,First Owner
Honda City 2013,2013,2.71,129607.0,CNG,Dealer,Manual,First Owner
Maruti Wagon R 2012,2012,1.15,163843.0,petrol,Individual,Manual,Fourth & Above Owner
Hyundai i20 2022,2022,6.31,14180.0,Petrol,Dealer,Manual,First Owner
Renault Kwid 2016,2016,1.97,111959.0,PETROL,Individual,Automatic,Second Owner
Toyota Etios 2011,2011,3.7,182095.0,diesel,Individual,Manual,Second Owner
Honda City 2019,2019,6.65,84687.0,petrol,Trustmark Dealer,Automatic,Second Owner
Tata Harrier 2018,2018,3.56,91773.0,petrol,Individual,Manual,First Owner
Mahindra XUV500 2010,2010,2.02,199660.0,PETROL,Dealer,Manual,Second Owner
Ford Figo 2021,2021,6.04,46144.0,LPG,Dealer,Automatic,First Owner
Skoda Kushaq 2007,2007,1.7,220000.0,Petrol,Individual,Manual,First Owner
Volkswagen Vento 2007,2007,1.55,220000.0,PETROL,Individual,Automatic,First Owner
Volkswagen Polo 2022,2022,7.76,7993.0,Diesel,Individual,Manual,Third Owner
Renault Triber 2011,2011,1.01,191411.0,Diesel,Individual,Manual,First Owner
Tata Nexon 2013,2013,1.57,164916.0,diesel,Dealer,Manual,Fourth & Above Owner
Mahindra Scorpio 2016,2016,5.65,115069.0,PETROL,Individual,Automatic,First Owner
Ford EcoSport 2009,2009,1.33,220000.0,cng,Dealer,Automatic,First Owner
Honda WR-V 2014,2014,3.44,146129.0,diesel,Dealer,Automatic,Second Owner
Skoda Kushaq 2014,2014,3.86,150633.0,diesel,Dealer,Manual,First Owner
Mahindra Scorpio 2014,2014,3.22,129058.0,petrol,Dealer,Manual,First Owner
Volkswagen Vento 2020,2020,5.07,69681.0,petrol,Individual,Manual,Second Owner
Honda Amaze 2009,2009,1.36,216374.0,petrol,Trustmark Dealer,Manual,Third Owner
Hyundai i20 2020,2020,4.83,56675.0,cng,Individual,Manual,First Owner
Skoda Rapid 2018,2018,5.13,92302.0,CNG,Dealer,Manual,Second Owner
Honda WR-V 2011,2011,2.52,188138.0,Petrol,Individual,Automatic,First Owner
Volkswagen Vento 2013,2013,1.99,146630.0,PETROL,Trustmark Dealer,Manual,Third Owner
Volkswagen Vento 2007,2007,1.2,220000.0,cng,Individual,Manual,Second Owner
Mahindra XUV300 2015,2015,4.34,158591.0,petrol,Individual,Automatic,First Owner
Toyota Fortuner 2020,2020,12.62,58915.0,Diesel,Individual,Manual,First Owner
Skoda Rapid 2014,2014,4.7,122807.0,Petrol,Individual,Automatic,First Owner
Maruti Baleno 2007,2007,0.81,220000.0,PETROL,Individual,Manual,First Owner
Mahindra XUV300 2010,2010,2.61,197651.0,petrol,Individual,Automatic,Second Owner
Ford Figo 2008,2008,1.22,220000.0,PETROL,Individual,Manual,First Owner
Ford EcoSport 2012,2012,1.8,184862.0,petrol,Individual,Manual,Second Owner
Honda City 2013,2013,2.23,164732.0,CNG,Individual,Manual,First Owner
Toyota Etios 2019,2019,11.02,60337.0,petrol,Individual,Manual,First Owner
Mahindra Scorpio 2020,2020,9.63,50542.0,diesel,Individual,Automatic,First Owner
Toyota Fortuner 2019,2019,10.22,53586.0,LPG,Dealer,Manual,First Owner
Maruti Baleno 2007,2007,0.97,220000.0,Diesel,Individual,Manual,First Owner
Volkswagen Taigun 2010,2010,1.31,195847.0,cng,Dealer,Automatic,Fourth & Above Owner
Ford Endeavour 2007,2007,1.25,220000.0,petrol,Individual,Automatic,Third Owner
Honda Jazz 2020,2020,5.97,50276.0,cng,Individual,Manual,First Owner
Toyota Innova 2021,2021,14.26,38317.0,petrol,Trustmark Dealer,Manual,Second Owner
Maruti Swift 2015,2015,1.92,125846.0,petrol,Dealer,Manual,First Owner
Skoda Kushaq 2008,2008,2.5,220000.0,Petrol,Dealer,Automatic,Second Owner
Tata Nexon 2017,2017,3.07,89952.0,Diesel,Individual,Manual,First Owner
Hyundai Creta 2015,2015,3.53,118857.0,PETROL,Dealer,Automatic,First Owner
Renault Kwid 2018,2018,2.12,101306.0,Petrol,Dealer,Automatic,Fourth & Above Owner
Volkswagen Vento 2016,2016,3.65,128544.0,Diesel,Individual,Manual,First Owner
Tata Tiago 2016,2016,2.72,93056.0,PETROL,Dealer,Manual,First Owner
Mahindra XUV500 2014,2014,2.88,140950.0,LPG,Dealer,Manual,First Owner
Ford EcoSport 2014,2014,2.82,139036.0,Diesel,Individual,Manual,First Owner
Toyota Etios 2014,2014,4.21,168289.0,PETROL,Individual,Manual,Third Owner
Ford Figo 2016,2016,4.35,123182.0,petrol,Individual,Automatic,First Owner
Tata Altroz 2020,2020,4.49,67475.0,PETROL,Trustmark Dealer,Manual,First Owner
Renault Triber 2016,2016,1.69,110130.0,diesel,Individual,Manual,Third Owner
Maruti Dzire 2016,2016,2.53,113959.0,PETROL,Individual,Automatic,First Owner
Mahindra XUV500 2015,2015,3.84,107623.0,Diesel,Individual,Manual,First Owner
Renault Triber 2017,2017,2.04,103436.0,PETROL,Individual,Manual,Second Owner
Hyundai i10 2019,2019,3.7,82207.0,Petrol,Individual,Manual,Third Owner
Ford Endeavour 2010,2010,1.73,220000.0,Diesel,Individual,Manual,First Owner
Renault Duster 2017,2017,2.03,90266.0,petrol,Dealer,Manual,First Owner
Toyota Etios 2014,2014,4.98,131470.0,CNG,Trustmark Dealer,Manual,First Owner
Toyota Innova 2014,2014,5.06,145684.0,CNG,Individual,Manual,First Owner
Honda WR-V 2017,2017,4.69,104441.0,petrol,Dealer,Automatic,First Owner
Honda City 2016,2016,4.19,108009.0,Diesel,Dealer,Manual,Second Owner
Maruti Baleno 2009,2009,1.0,220000.0,Petrol,Individual,Manual,First Owner
Maruti Wagon R 2018,2018,2.7,82333.0,PETROL,Dealer,Automatic,Fourth & Above Owner
Ford Endeavour 2010,2010,1.83,200029.0,diesel,Dealer,Manual,First Owner
Maruti Alto 2012,2012,1.3,174794.0,PETROL,Dealer,Manual,First Owner
Maruti Dzire 2009,2009,0.98,217091.0,diesel,Individual,Manual,First Owner
Toyota Etios 2011,2011,3.23,193563.0,LPG,Individual,Automatic,First Owner
Ford Figo 2012,2012,2.04,181167.0,petrol,Dealer,Manual,First Owner
Honda Amaze 2021,2021,7.79,57356.0,petrol,Dealer,Manual,First Owner
Skoda Octavia 2013,2013,3.09,156831.0,diesel,Individual,Manual,Second Owner
Toyota Fortuner 2016,2016,8.34,96042.0,petrol,Dealer,Manual,First Owner
Hyundai i20 2013,2013,2.12,161120.0,PETROL,Individual,Manual,Second Owner
Skoda Octavia 2013,2013,3.36,132959.0,Petrol,Dealer,Manual,Second Owner
Skoda Octavia 2017,2017,5.73,102243.0,PETROL,Dealer,Manual,First Owner
Tata Harrier 2010,2010,1.1,216841.0,PETROL,Trustmark Dealer,Manual,Fourth & Above Owner
Toyota Fortuner 2008,2008,2.53,220000.0,petrol,Individual,Manual,First Owner
Skoda Rapid 2022,2022,8.37,34667.0,Petrol,Individual,Manual,Third Owner
Maruti Swift 2022,2022,4.7,30974.0,Petrol,Individual,Manual,First Owner
Maruti Dzire 2009,2009,0.79,201841.0,Petrol,Dealer,Manual,Third Owner
Toyota Glanza 2019,2019,13.11,65732.0,petrol,Individual,Automatic,Second Owner
Skoda Rapid 2019,2019,7.46,82828.0,Petrol,Trustmark Dealer,Automatic,First Owner
Renault Kwid 2015,2015,1.28,143965.0,petrol,Dealer,Manual,First Owner
Toyota Fortuner 2020,2020,10.14,64842.0,petrol,Individual,Manual,Second Owner
Renault Triber 2012,2012,0.88,198659.0,diesel,Individual,Manual,Fourth & Above Owner
Tata Nexon 2015,2015,2.11,136902.0,petrol,Dealer,Manual,Second Owner
Volkswagen Polo 2014,2014,2.45,162808.0,petrol,Trustmark Dealer,Manual,First Owner
Tata Harrier 2010,2010,1.07,212665.0,petrol,Individual,Manual,Second Owner
Hyundai Creta 2008,2008,1.73,220000.0,Diesel,Individual,Automatic,First Owner
Mahindra Bolero 2014,2014,4.53,146522.0,PETROL,Dealer,Automatic,First Owner
Renault Duster 2017,2017,1.61,105108.0,petrol,Individual,Manual,First Owner
Volkswagen Vento 2008,2008,1.29,220000.0,Petrol,Individual,Manual,First Owner
Skoda Octavia 2011,2011,2.11,184991.0,PETROL,Dealer,Manual,Third Owner
Ford Endeavour 2018,2018,4.07,92080.0,PETROL,Individual,Manual,First Owner
Skoda Rapid 2010,2010,2.37,192964.0,petrol,Trustmark Dealer,Manual,First Owner
Skoda Octavia 2016,2016,5.09,114801.0,PETROL,Trustmark Dealer,Manual,First Owner
Skoda Rapid 2007,2007,1.74,220000.0,Diesel,Dealer,Manual,First Owner
Maruti Baleno 2007,2007,0.73,220000.0,CNG,Individual,Manual,Second Owner
Hyundai Creta 2007,2007,1.14,220000.0,PETROL,Trustmark Dealer,Manual,First Owner
Ford Figo 2009,2009,1.33,220000.0,petrol,Individual,Manual,Second Owner
Tata Nexon 2007,2007,1.05,220000.0,Diesel,Individual,Manual,Second Owner
Volkswagen Polo 2010,2010,1.66,209161.0,diesel,Dealer,Manual,First Owner
Honda WR-V 2015,2015,4.3,102614.0,Diesel,Dealer,Manual,First Owner
Skoda Rapid 2011,2011,2.15,195791.0,PETROL,Dealer,Manual,Second Owner
Maruti Wagon R 2015,2015,2.04,123988.0,PETROL,Dealer,Manual,Second Owner
Renault Kwid 2013,2013,0.91,159791.0,Petrol,Dealer,Manual,Third Owner
Skoda Octavia 2016,2016,4.9,123690.0,Petrol,Dealer,Manual,First Owner
Ford Figo 2013,2013,2.2,154766.0,Petrol,Individual,Manual,First Owner
Volkswagen Polo 2016,2016,3.5,123889.0,Petrol,Individual,Manual,First Owner
Mahindra XUV300 2011,2011,1.95,193276.0,CNG,Individual,Manual,Second Owner
Tata Nexon 2007,2007,0.86,220000.0,petrol,Individual,Manual,First Owner
Skoda Kushaq 2013,2013,2.96,149265.0,diesel,Individual,Manual,Third Owner
Hyundai i20 2012,2012,1.86,171780.0,Petrol,Trustmark Dealer,Manual,First Owner
Skoda Kushaq 2015,2015,4.69,117934.0,diesel,Trustmark Dealer,Manual,First Owner
Maruti Baleno 2017,2017,2.72,94719.0,Diesel,Individual,Manual,First Owner
Toyota Innova 2017,2017,9.43,75180.0,diesel,Dealer,Manual,First Owner
Maruti Wagon R 2017,2017,2.33,123154.0,PETROL,Dealer,Manual,First Owner
Ford Figo 2015,2015,3.13,119079.0,diesel,Dealer,Manual,First Owner
Renault Triber 2012,2012,1.12,172046.0,Diesel,Individual,Manual,First Owner
Ford Figo 2012,2012,2.04,164482.0,petrol,Dealer,Manual,First Owner
Maruti Dzire 2018,2018,2.72,86393.0,Petrol,Dealer,Manual,Second Owner
Hyundai i20 2014,2014,2.61,134887.0,Diesel,Individual,Manual,First Owner
Hyundai i10 2008,2008,1.0,219088.0,CNG,Dealer,Manual,First Owner
Volkswagen Vento 2012,2012,2.32,167030.0,Diesel,Dealer,Automatic,Second Owner
Mahindra Bolero 2012,2012,2.5,187662.0,Petrol,Individual,Manual,First Owner
Mahindra XUV500 2014,2014,3.11,150996.0,diesel,Dealer,Manual,First Owner
Ford Endeavour 2014,2014,3.21,128872.0,Diesel,Dealer,Manual,First Owner
Hyundai Venue 2018,2018,4.49,87562.0,Diesel,Individual,Manual,Second Owner
Tata Nexon 2014,2014,1.93,139368.0,cng,Individual,Manual,First Owner
Mahindra Scorpio 2022,2022,10.45,8343.0,CNG,Dealer,Automatic,First Owner
Skoda Kushaq 2017,2017,5.43,94906.0,Petrol,Dealer,Manual,First Owner
Volkswagen Vento 2014,2014,2.64,159611.0,petrol,Individual,Automatic,Second Owner
Honda Jazz 2021,2021,6.72,45468.0,petrol,Individual,Automatic,Fourth & Above Owner
Renault Kwid 2021,2021,3.43,53468.0,Petrol,Individual,Manual,First Owner
Ford Endeavour 2019,2019,5.33,66723.0,Petrol,Individual,Manual,Second Owner
Hyundai Creta 2009,2009,1.36,220000.0,Diesel,Dealer,Manual,Second Owner
Hyundai Creta 2012,2012,1.73,199778.0,PETROL,Trustmark Dealer,Manual,First Owner
Hyundai Verna 2007,2007,1.27,220000.0,Diesel,Individual,Manual,First Owner
Toyota Glanza 2008,2008,2.52,209203.0,Petrol,Trustmark Dealer,Manual,Second Owner
